date,inventory_kb,imports_kbd,exports_kbd,runs_kbd,inventory_mb,inventory_change_mb,imports_mb_w,exports_mb_w,runs_mb_w,imports_change_mb_w,exports_change_mb_w,runs_change_mb_w,imports_change_z,exports_change_z,runs_change_z,dominant_driver,driver_confidence,most_abnormal_flow
2016-05-20,505571,7315,390,16279,505.571,-4.225999999999999,51.205,2.73,113.953,-2.533999999999999,0.0,-0.6439999999999912,-0.7455058925050656,0.030918710446478787,-0.3680301071698361,Import-led,High,Imports
2016-05-27,504205,7839,489,16206,504.205,-1.3660000000000423,54.873,3.423,113.442,3.6679999999999993,0.6930000000000001,-0.5110000000000099,1.0342101018104344,2.8330036240898187,-0.28665507153898945,Import-led,High,Exports
2016-06-03,501844,7705,489,16417,501.844,-2.36099999999999,53.935,3.423,114.919,-0.9379999999999953,0.0,1.4770000000000039,-0.31801447871658506,-0.026663563520845333,0.885133146633036,Run-led,High,Runs
2016-06-10,500911,7622,489,16317,500.911,-0.9329999999999927,53.354,3.423,114.219,-0.5810000000000031,0.0,-0.7000000000000028,-0.19382598057839423,-0.026663563520845333,-0.42169042027527226,Mixed / Minor,Low,Runs
2016-06-17,499994,8439,489,16505,499.994,-0.9169999999999732,59.073,3.423,115.535,5.719000000000001,0.0,1.3160000000000025,1.5890474142887425,0.05360260123209661,0.7933659091065902,Import-led,High,Imports
2016-06-24,495941,7555,598,16695,495.941,-4.053000000000054,52.885,4.186,116.865,-6.188000000000002,0.7629999999999999,1.3299999999999983,-1.7719878176510793,3.2697989876880325,0.7815095163211246,Import-led,High,Exports
2016-07-01,493718,8363,598,16687,493.718,-2.2229999999999563,58.541,4.186,116.809,5.655999999999999,0.0,-0.055999999999997385,1.5422905203284942,-0.015650518111607326,-0.04080733064019162,Import-led,High,Imports
2016-07-08,491172,7841,598,16544,491.172,-2.5459999999999923,54.887,4.186,115.808,-3.6539999999999964,0.0,-1.0009999999999906,-1.0291189644253025,-0.015650518111607326,-0.5792175647254191,Import-led,High,Imports
2016-07-15,488830,8134,598,16863,488.83,-2.3420000000000414,56.938,4.186,118.041,2.051000000000002,0.0,2.23299999999999,0.5656042371548816,-0.015650518111607326,1.3203867263921358,Run-led,Medium,Runs
2016-07-22,490501,8437,677,16586,490.501,1.6709999999999923,59.059,4.739,116.102,2.120999999999995,0.5529999999999999,-1.938999999999993,0.5605485214903326,2.204218752988193,-1.1200023900646183,Import-led,Medium,Exports
2016-07-29,491914,8738,677,16852,491.914,1.413000000000011,61.166,4.739,117.964,2.1069999999999993,0.0,1.8619999999999948,0.5329995875003645,-0.05563098913263579,1.1114298232615818,Import-led,Medium,Runs
2016-08-05,492969,8404,677,16597,492.969,1.0550000000000068,58.828,4.739,116.179,-2.337999999999994,0.0,-1.7849999999999966,-0.6884881876250362,-0.05563098913263579,-1.004415556364983,Import-led,Medium,Runs
2016-08-12,490461,8193,677,16865,490.461,-2.5079999999999814,57.351,4.739,118.055,-1.4770000000000039,0.0,1.8760000000000048,-0.42350739226128264,-0.05563098913263579,1.0822360203411263,Run-led,Medium,Runs
2016-08-19,492962,8642,677,16679,492.962,2.5009999999999764,60.494,4.739,116.753,3.1430000000000007,0.0,-1.3020000000000067,0.85164330452219,-0.12068930569140245,-0.7550574440597904,Import-led,High,Imports
2016-08-26,495238,8917,698,16615,495.238,2.2760000000000105,62.419,4.886,116.305,1.9249999999999972,0.14700000000000024,-0.4479999999999933,0.5217599772088201,0.5242323712724182,-0.27998255745535683,Import-led,High,Exports
2016-09-02,480725,7069,501,16930,480.725,-14.512999999999977,49.483,3.507,118.51,-12.936,-1.379,2.2049999999999983,-3.347351551905003,-4.654138998172376,1.2239114612481548,Import-led,High,Exports
2016-09-09,480166,8062,418,16730,480.166,-0.5590000000000259,56.434,2.926,117.11,6.9510000000000005,-0.581,-1.4000000000000057,1.725724401072793,-1.8615192928162478,-0.8506500025802152,Import-led,High,Exports
2016-09-16,473966,8309,588,16587,473.966,-6.199999999999989,58.163,4.116,116.109,1.7289999999999992,1.1899999999999995,-1.0010000000000048,0.3975054854078811,3.359072555663791,-0.634989785051987,Import-led,High,Exports
2016-09-23,472084,7835,507,16334,472.084,-1.882000000000005,54.845,3.549,114.338,-3.317999999999998,-0.5669999999999997,-1.7710000000000008,-0.8434633426471333,-1.5864314502318746,-1.0973137556970964,Import-led,High,Exports
2016-09-30,469108,7710,440,16032,469.108,-2.975999999999999,53.97,3.08,112.224,-0.875,-0.46899999999999986,-2.11399999999999,-0.24332882899894215,-1.2649124585794795,-1.3291826866008436,Run-led,High,Runs
2016-10-07,473958,7861,481,15552,473.958,4.850000000000023,55.027,3.367,108.864,1.0570000000000022,0.2869999999999999,-3.3599999999999994,0.24919264836286004,0.8051325741822952,-2.021445971818782,Run-led,High,Runs
2016-10-14,468711,6907,439,15370,468.711,-5.247000000000014,48.349,3.073,107.59,-6.678000000000004,-0.29400000000000004,-1.274000000000001,-1.6289027827562526,-0.7709265633856583,-0.7561482180113963,Import-led,High,Imports
2016-10-21,468158,7016,415,15552,468.158,-0.5529999999999973,49.112,2.905,108.864,0.7630000000000052,-0.16800000000000015,1.274000000000001,0.1897552663144356,-0.42595668050160335,0.7644707210760329,Run-led,High,Runs
2016-10-28,482578,8995,404,15448,482.578,14.419999999999959,62.965,2.828,108.136,13.853000000000002,-0.07699999999999996,-0.7280000000000086,3.0406468969196587,-0.1734195444751662,-0.4180456760173399,Import-led,High,Imports
2016-11-04,485010,7442,410,15817,485.01,2.4320000000000164,52.094,2.87,110.719,-10.871000000000002,0.04200000000000026,2.5829999999999984,-2.3116493250588577,0.14913904386223922,1.534948322857959,Import-led,High,Imports
2016-11-11,490284,8423,481,16126,490.284,5.274000000000001,58.961,3.367,112.882,6.866999999999997,0.4969999999999999,2.163000000000011,1.394795942894947,1.3399582513638852,1.2571666042178102,Import-led,High,Imports
2016-11-18,489029,7578,469,16397,489.029,-1.2549999999999955,53.046,3.283,114.779,-5.914999999999999,-0.08400000000000007,1.8969999999999914,-1.2277083788377847,-0.23646422349761181,1.1081021115070164,Import-led,High,Imports
2016-11-25,488145,7548,474,16283,488.145,-0.8840000000000146,52.836,3.318,113.981,-0.21000000000000085,0.03500000000000014,-0.7980000000000018,-0.0379485990243253,0.0842891945374552,-0.43826470070736095,Mixed / Minor,Low,Runs
2016-12-02,485756,8303,499,16417,485.756,-2.38900000000001,58.121,3.493,114.919,5.285000000000004,0.17499999999999982,0.9380000000000024,1.0759157448014423,0.4537147790250965,0.5838034942798253,Import-led,High,Imports
2016-12-09,483193,7360,485,16474,483.193,-2.562999999999988,51.52,3.395,115.318,-6.600999999999999,-0.09799999999999986,0.3990000000000009,-1.3066187060689776,-0.27943996709685115,0.25123694147871173,Import-led,High,Imports
2016-12-16,485449,8471,557,16658,485.449,2.2560000000000286,59.297,3.899,116.606,7.776999999999994,0.504,1.2879999999999967,1.5311589750073973,1.3316250912095358,0.7580645873852966,Import-led,High,Imports
2016-12-23,486063,8167,627,16557,486.063,0.6139999999999759,57.169,4.389,115.899,-2.128,0.4900000000000002,-0.7069999999999936,-0.4366056376879022,1.2488499214547855,-0.4169881540805479,Import-led,High,Exports
2016-12-30,479012,7183,686,16689,479.012,-7.050999999999988,50.281,4.802,116.823,-6.887999999999998,0.41299999999999937,0.9239999999999924,-1.3585444002491693,1.0139697539939292,0.5511121375238666,Import-led,High,Imports
2017-01-06,483109,9052,727,17107,483.109,4.09699999999998,63.364,5.089,119.749,13.082999999999998,0.2870000000000008,2.926000000000002,2.4382516188547827,0.6672721199916456,1.6712053507584232,Import-led,High,Imports
2017-01-13,485456,8378,704,16468,485.456,2.347000000000037,58.646,4.928,115.276,-4.717999999999996,-0.16100000000000048,-4.472999999999999,-0.897853815778948,-0.489239912931437,-2.512435072300307,Import-led,Medium,Runs
2017-01-20,488296,7810,599,16047,488.296,2.839999999999975,54.67,4.193,112.329,-3.975999999999999,-0.7350000000000003,-2.9470000000000027,-0.7452478128041228,-1.9724743854423707,-1.7050236703454993,Import-led,Medium,Exports
2017-01-27,494762,8290,549,15947,494.762,6.466000000000008,58.03,3.843,111.629,3.3599999999999994,-0.34999999999999964,-0.6999999999999886,0.6266367727739167,-0.9497236828245686,-0.4222812545662519,Import-led,High,Exports
2017-02-03,508592,9372,567,15893,508.592,13.829999999999984,65.604,3.969,111.251,7.573999999999998,0.1259999999999999,-0.3780000000000001,1.362710110407329,0.2650527062479571,-0.24391487353381208,Import-led,High,Imports
2017-02-10,518119,8491,1026,15458,518.119,9.527000000000044,59.437,7.182,108.206,-6.167000000000002,3.2130000000000005,-3.0450000000000017,-1.165558031728519,5.304853270263466,-1.6798541941848062,Import-led,High,Exports
2017-02-17,518683,7286,1211,15271,518.683,0.5639999999999645,51.002,8.477,106.897,-8.434999999999995,1.295,-1.3089999999999975,-1.5252615661123992,1.9342110828211847,-0.7026751492589447,Import-led,High,Exports
2017-02-24,520184,7589,721,15664,520.184,1.5009999999999764,53.123,5.047,109.648,2.120999999999995,-3.4300000000000006,2.7509999999999906,0.4049580550308819,-4.425896500595101,1.5270981296427912,Export-led,Medium,Exports
2017-03-03,528393,8150,897,15492,528.393,8.20900000000006,57.05,6.279,108.444,3.9269999999999996,1.2320000000000002,-1.2039999999999935,0.7122230794681013,1.4502607883687342,-0.629094627677906,Import-led,High,Exports
2017-03-10,528156,7405,717,15472,528.156,-0.23700000000008004,51.835,5.019,108.304,-5.214999999999996,-1.2599999999999998,-0.14000000000000057,-0.935739038940171,-1.5848907472874805,-0.03812582548924815,Import-led,High,Exports
2017-03-17,533110,8307,550,15801,533.11,4.954000000000065,58.149,3.85,110.607,6.314,-1.169,2.3029999999999973,1.1372825419225239,-1.4176822380972742,1.2506161197168812,Import-led,High,Exports
2017-03-24,533977,8224,1010,16226,533.977,0.8669999999999618,57.568,7.07,113.582,-0.5810000000000031,3.22,2.9749999999999943,-0.11673231610233548,3.301510239897957,1.6122263985178158,Export-led,Medium,Exports
2017-03-31,535543,7850,575,16429,535.543,1.566000000000031,54.95,4.025,115.003,-2.617999999999995,-3.045,1.4210000000000065,-0.48908959117385165,-2.949636112888616,0.7699136206474491,Export-led,Medium,Exports
2017-04-07,533377,7878,689,16697,533.377,-2.1660000000000537,55.146,4.823,116.879,0.19599999999999795,0.798,1.8760000000000048,0.03731413720117848,0.7161642782333778,0.9864566109789163,Run-led,High,Runs
2017-04-14,532343,7810,565,16938,532.343,-1.0339999999999918,54.67,3.955,118.566,-0.4759999999999991,-0.8680000000000003,1.6869999999999976,-0.07772529738240125,-0.8506768196754795,0.8717737159507963,Run-led,High,Runs
2017-04-21,528702,8912,1152,17285,528.702,-3.6409999999999627,62.384,8.064,120.995,7.713999999999999,4.109,2.429000000000002,1.3595981842572598,3.3454557999831547,1.2324692983622567,Import-led,High,Exports
2017-04-28,527772,8264,538,17177,527.772,-0.92999999999995,57.848,3.766,120.239,-4.536000000000001,-4.298,-0.7560000000000002,-0.827977778177984,-3.2124048460674577,-0.5048480529199019,Import-led,Medium,Exports
2017-05-05,522525,7620,693,16759,522.525,-5.247000000000071,53.34,4.851,117.313,-4.507999999999996,1.085,-2.926000000000002,-0.8023222057072784,0.7722189574176797,-1.6181613695196715,Import-led,High,Runs
2017-05-12,520772,8590,1086,17122,520.772,-1.752999999999929,60.13,7.602,119.854,6.789999999999999,2.7510000000000003,2.540999999999997,1.1714361447819088,1.8934250404600452,1.2979902877685279,Import-led,High,Exports
2017-05-19,516340,8294,625,17281,516.34,-4.432000000000016,58.058,4.375,120.967,-2.0720000000000027,-3.2270000000000003,1.1129999999999995,-0.3874781235693516,-2.206135696364992,0.5197518478973302,Export-led,High,Exports
2017-05-26,509912,7985,1303,17510,509.912,-6.428000000000054,55.895,9.121,122.57,-2.1629999999999967,4.746,1.6029999999999944,-0.3846834520737933,2.873852674130701,0.7550800061203858,Export-led,High,Exports
2017-06-02,513207,8341,557,17227,513.207,3.295000000000016,58.387,3.899,120.589,2.4919999999999973,-5.222,-1.9809999999999945,0.42347469698277296,-2.947595865531852,-1.0973829043494405,Export-led,High,Exports
2017-06-09,511546,8025,722,17256,511.546,-1.6610000000000014,56.175,5.054,120.792,-2.2120000000000033,1.1550000000000002,0.20300000000000296,-0.3982359000740867,0.6306122016172002,0.04028919666594758,Import-led,High,Exports
2017-06-16,509095,7876,517,17152,509.095,-2.450999999999965,55.132,3.619,120.064,-1.0429999999999993,-1.435,-0.7280000000000086,-0.17162125507837006,-0.8022642643002155,-0.4296295099665831,Export-led,High,Exports
2017-06-23,509213,8016,528,16890,509.213,0.117999999999995,56.112,3.696,118.23,0.980000000000004,0.07699999999999996,-1.833999999999989,0.16478377887344814,0.04827534411349385,-0.975344874074986,Run-led,High,Runs
2017-06-30,502914,7742,768,17141,502.914,-6.299000000000035,54.194,5.376,119.987,-1.9179999999999993,1.6800000000000002,1.7569999999999908,-0.3323047790470906,0.9178258154853128,0.8822378715512971,Import-led,Medium,Exports
2017-07-07,495350,7610,918,17244,495.35,-7.5639999999999645,53.27,6.426,120.708,-0.9239999999999995,1.0499999999999998,0.7210000000000036,-0.16238859965694055,0.5559790209168047,0.3267101462612538,Export-led,Medium,Exports
2017-07-14,490623,7996,728,17119,490.623,-4.727000000000032,55.972,5.096,119.833,2.701999999999998,-1.33,-0.875,0.4942788158545392,-0.7399515155018369,-0.4789663848616601,Import-led,High,Exports
2017-07-21,483415,8044,1030,17285,483.415,-7.20799999999997,56.308,7.21,120.995,0.3359999999999985,2.114,1.1620000000000061,0.07076010484116889,1.121379626696177,0.566754075342632,Export-led,High,Exports
2017-07-28,481888,8253,702,17408,481.888,-1.5270000000000437,57.771,4.914,121.856,1.463000000000001,-2.2960000000000003,0.86099999999999,0.27828296041872563,-1.2287859577506322,0.42020179980259864,Export-led,High,Exports
2017-08-04,475437,7762,707,17574,475.437,-6.450999999999965,54.334,4.949,123.018,-3.4369999999999976,0.03500000000000014,1.1620000000000061,-0.6088778608203701,0.016545870030900203,0.5546051611913748,Import-led,High,Imports
2017-08-11,466492,8126,877,17565,466.492,-8.944999999999993,56.882,6.139,122.955,2.5479999999999947,1.1900000000000004,-0.06300000000000239,0.4639652437541025,0.6191627812733229,-0.08537109482501958,Import-led,High,Exports
2017-08-18,463165,8790,936,17461,463.165,-3.326999999999998,61.53,6.552,122.227,4.648000000000003,0.41299999999999937,-0.7279999999999944,0.836597991097598,0.20121849035684214,-0.45412040372896806,Import-led,High,Imports
2017-08-25,457773,7905,902,17725,457.773,-5.391999999999996,55.335,6.314,124.075,-6.195,-0.23799999999999955,1.847999999999999,-1.0835728487804723,-0.14123811018913057,0.9186935184805775,Import-led,High,Imports
2017-09-01,462353,7083,153,14472,462.353,4.579999999999984,49.581,1.071,101.304,-5.753999999999998,-5.243,-22.771,-1.07532153842482,-2.587462443596618,-6.12988022230686,Run-led,High,Runs
2017-09-08,468241,6480,774,14078,468.241,5.887999999999977,45.36,5.418,98.546,-4.221000000000004,4.347,-2.7579999999999956,-0.7573501897007218,2.0502780680522084,-0.6536225012352338,Export-led,Medium,Exports
2017-09-15,472832,7368,928,15172,472.832,4.591000000000008,51.576,6.496,106.204,6.216000000000001,1.0780000000000003,7.657999999999987,1.1832002045682706,0.49254998294784375,2.045868159902138,Run-led,Medium,Runs
2017-09-22,470986,7427,1491,16174,470.986,-1.8460000000000036,51.989,10.437,113.218,0.4129999999999967,3.940999999999999,7.01400000000001,0.08759335480140994,1.7615543226027859,1.7780724613842023,Run-led,High,Runs
2017-09-29,464963,7214,1984,16029,464.963,-6.022999999999968,50.498,13.888,112.203,-1.4909999999999997,3.4510000000000005,-1.0150000000000006,-0.2664838447986532,1.4684928769723256,-0.2569661580613654,Export-led,High,Exports
2017-10-06,462216,7617,1270,16258,462.216,-2.747000000000014,53.319,8.89,113.806,2.821000000000005,-4.997999999999999,1.6029999999999944,0.5326938689862372,-2.196875596584775,0.3841470124753918,Export-led,High,Exports
2017-10-13,456485,7483,1798,15439,456.485,-5.7309999999999945,52.381,12.586,108.073,-0.9380000000000024,3.6959999999999997,-5.733000000000004,-0.19247160507069128,1.4790409278652554,-1.434176764863361,Run-led,High,Exports
2017-10-20,457341,8123,1924,16025,457.341,0.8559999999999945,56.861,13.468,112.175,4.479999999999997,0.8819999999999997,4.102000000000004,0.8154988442813114,0.28563990001364103,0.9994754224959989,Import-led,Medium,Runs
2017-10-27,454906,7571,2133,16015,454.906,-2.4350000000000023,52.997,14.931,112.105,-3.863999999999997,1.4629999999999992,-0.06999999999999318,-0.7386085550127158,0.516331277442074,-0.03622896426213559,Import-led,High,Imports
2017-11-03,457143,7377,869,16305,457.143,2.2369999999999663,51.639,6.083,114.135,-1.357999999999997,-8.847999999999999,2.030000000000001,-0.28459631757342513,-3.305937591379656,0.4870656210014022,Export-led,High,Exports
2017-11-10,458997,7898,1129,16639,458.997,1.8540000000000418,55.286,7.903,116.473,3.6469999999999985,1.8199999999999994,2.337999999999994,0.7961004833964717,0.64046164614463,0.562343239321132,Import-led,High,Imports
2017-11-17,457142,7873,1591,16838,457.142,-1.8550000000000182,55.111,11.137,117.866,-0.17500000000000426,3.234000000000001,1.3930000000000007,-0.046714410931472064,1.1250511056765262,0.3308506816468203,Export-led,High,Exports
2017-11-24,453713,7329,1412,17003,453.713,-3.4289999999999736,51.303,9.884,119.021,-3.808,-1.2530000000000001,1.1550000000000011,-0.8166114689745064,-0.5020695561925175,0.2624277292055972,Import-led,High,Imports
2017-12-01,448103,7202,1358,17195,448.103,-5.610000000000014,50.414,9.506,120.365,-0.8889999999999958,-0.3780000000000001,1.343999999999994,-0.1622100127356878,-0.17963116469238574,0.30721119410162034,Run-led,High,Runs
2017-12-08,442986,7363,1086,16952,442.986,-5.117000000000019,51.541,7.602,118.664,1.1269999999999953,-1.904,-1.7009999999999934,0.25160637034078664,-0.7186018877948243,-0.4368118677181455,Export-led,Medium,Exports
2017-12-15,436491,7834,1858,17063,436.491,-6.4950000000000045,54.838,13.006,119.441,3.297000000000004,5.404,0.777000000000001,0.7746557569984905,1.8290529611931097,0.17887524557374035,Export-led,High,Exports
2017-12-22,431882,7993,1210,17398,431.882,-4.6089999999999804,55.951,8.47,121.786,1.1129999999999995,-4.536,2.344999999999999,0.26063660256123944,-1.5738577401661833,0.5510727976766016,Export-led,High,Exports
2017-12-29,424463,7966,1475,17608,424.463,-7.418999999999983,55.762,10.325,123.256,-0.18900000000000006,1.8549999999999986,1.4699999999999989,-0.06925551462833231,0.5944249618514083,0.3321915209167003,Export-led,Medium,Exports
2018-01-05,419515,7658,1015,17323,419.515,-4.948000000000036,53.606,7.105,121.261,-2.155999999999999,-3.219999999999999,-1.9950000000000045,-0.5119719987467031,-1.094377415699562,-0.5005787968410439,Export-led,High,Exports
2018-01-12,412654,7950,1249,16875,412.654,-6.86099999999999,55.65,8.743,118.125,2.043999999999997,1.638,-3.1359999999999957,0.5526892200411573,0.5240232892273212,-0.7940331322697401,Run-led,High,Runs
2018-01-19,411583,8041,1411,16483,411.583,-1.0709999999999695,56.287,9.877,115.381,0.6370000000000005,1.1340000000000003,-2.7439999999999998,0.16101945954539892,0.3430347505567288,-0.6979542301544979,Run-led,High,Runs
2018-01-26,418359,8430,1765,16013,418.359,6.775999999999954,59.01,12.355,112.091,2.722999999999999,2.4779999999999998,-3.2900000000000063,0.7205510324540391,0.7703300716633249,-0.816321599735111,Run-led,Medium,Runs
2018-02-02,420254,7892,1287,16797,420.254,1.8950000000000387,55.244,9.009,117.579,-3.7659999999999982,-3.346,5.4879999999999995,-0.9818173500302877,-1.131242926378858,1.3052232868105327,Run-led,High,Runs
2018-02-09,422095,7888,1322,16162,422.095,1.8410000000000082,55.216,9.254,113.134,-0.027999999999998693,0.24499999999999922,-4.444999999999993,0.015048376673176713,0.06812198093432524,-1.097342712843534,Run-led,High,Runs
2018-02-16,420479,7021,2044,15833,420.479,-1.6160000000000423,49.147,14.308,110.831,-6.069000000000003,5.054,-2.3029999999999973,-1.7550312148784808,1.6011391684285994,-0.5737285302921956,Import-led,Medium,Imports
2018-02-23,423498,7282,1445,15882,423.498,3.0190000000000055,50.974,10.115,111.174,1.8269999999999982,-4.193,0.3430000000000035,0.5440109169487674,-1.3816160667279216,0.0759654362994018,Export-led,High,Exports
2018-03-02,425906,8003,1498,15935,425.906,2.4080000000000155,56.021,10.486,111.545,5.047000000000004,0.37100000000000044,0.3709999999999951,1.4630694358071592,0.09353358549945884,0.07547423613345801,Import-led,High,Imports
2018-03-09,430928,7585,1487,16367,430.928,5.021999999999991,53.095,10.409,114.569,-2.926000000000002,-0.07699999999999996,3.024000000000001,-0.8651878067452958,-0.05835405152603478,0.7003632145143226,Run-led,Medium,Imports
2018-03-16,428306,7077,1573,16777,428.306,-2.622000000000014,49.539,11.011,117.439,-3.5559999999999974,0.6019999999999985,2.8699999999999903,-1.0191740061083823,0.1501926318553133,0.6595375409275979,Import-led,Medium,Imports
2018-03-23,429949,8148,1578,16795,429.949,1.643000000000029,57.036,11.046,117.565,7.497,0.03500000000000014,0.12600000000000477,2.15021228086363,-0.013547677871620544,0.011954026488509361,Import-led,High,Imports
2018-03-30,425332,7898,2175,16936,425.332,-4.617000000000019,55.286,15.225,118.552,-1.75,4.179,0.987000000000009,-0.504623453214799,1.2869533351064282,0.22243124386065807,Export-led,High,Exports
2018-04-06,428638,8650,1205,17019,428.638,3.305999999999983,60.55,8.435,119.133,5.263999999999996,-6.789999999999999,0.5809999999999889,1.4509755547164527,-2.125054292818064,0.13039487428992208,Export-led,Medium,Exports
2018-04-13,427567,7930,1749,16949,427.567,-1.0709999999999695,55.51,12.243,118.643,-5.039999999999999,3.808,-0.4899999999999949,-1.3942237935149233,1.11709062471342,-0.1193694989034454,Import-led,Medium,Imports
2018-04-20,429737,8469,2331,16621,429.737,2.170000000000016,59.283,16.317,116.347,3.7730000000000032,4.074,-2.2960000000000065,1.0945696148141388,1.1990408547337765,-0.5362604884945289,Export-led,Medium,Exports
2018-04-27,435955,8549,2148,16561,435.955,6.217999999999961,59.843,15.036,115.927,0.5600000000000023,-1.2810000000000006,-0.4199999999999875,0.15143505714404756,-0.4664432385323943,-0.08193378168302015,Export-led,High,Exports
2018-05-04,433758,7323,1877,16486,433.758,-2.1970000000000027,51.261,13.139,115.402,-8.582,-1.8970000000000002,-0.5250000000000057,-2.3772939296832694,-0.6382799192477835,-0.11923335583424272,Import-led,High,Imports
2018-05-11,432354,7601,2566,16635,432.354,-1.4039999999999964,53.207,17.962,116.445,1.945999999999998,4.823,1.0429999999999922,0.5985836158163182,1.41532231337705,0.27159422122751126,Export-led,High,Exports
2018-05-18,438132,8159,1748,16628,438.132,5.77800000000002,57.113,12.236,116.396,3.905999999999999,-5.725999999999999,-0.04899999999999238,1.1190302130653986,-1.7617544027973138,0.009539302415535482,Export-led,High,Exports
2018-05-25,434512,7631,2179,17155,434.512,-3.6200000000000045,53.417,15.253,120.085,-3.695999999999998,3.0169999999999995,3.688999999999993,-1.0330857464420493,0.8791264302642333,0.9102136436650812,Import-led,Medium,Imports
2018-06-01,436584,8346,1714,17369,436.584,2.0720000000000027,58.422,11.998,121.583,5.0049999999999955,-3.255000000000001,1.4980000000000047,1.3963950449018636,-1.0507213436299208,0.3605610286353358,Import-led,High,Imports
2018-06-08,432441,8099,2030,17505,432.441,-4.143000000000029,56.693,14.21,122.535,-1.7289999999999992,2.2120000000000015,0.9519999999999982,-0.48594405954431363,0.6253260898630084,0.22382350521719552,Export-led,Medium,Exports
2018-06-15,426527,8242,2374,17701,426.527,-5.913999999999987,57.694,16.618,123.907,1.0010000000000048,2.4079999999999977,1.3719999999999999,0.2659985192523109,0.6615426541790855,0.31612421628362763,Export-led,High,Exports
2018-06-22,416636,8356,3000,17816,416.636,-9.890999999999963,58.492,21.0,124.712,0.7979999999999947,4.3820000000000014,0.8050000000000068,0.2102897476137627,1.2226404909517006,0.16599706428319366,Export-led,High,Exports
2018-06-29,417881,9055,2336,17653,417.881,1.2449999999999477,63.385,16.352,123.571,4.893000000000001,-4.648,-1.1410000000000053,1.2999110423013063,-1.438866125087426,-0.2954192205239207,Import-led,Medium,Exports
2018-07-06,405248,7431,2027,17652,405.248,-12.632999999999981,52.017,14.189,123.564,-11.367999999999995,-2.1630000000000003,-0.007000000000005002,-2.8618661312074507,-0.6819434537055807,-0.015123161761474694,Import-led,High,Imports
2018-07-13,411084,9066,1461,17239,411.084,5.836000000000013,63.462,10.227,120.673,11.445,-3.9619999999999997,-2.890999999999991,2.6550841923840633,-1.1829611478335387,-0.7068095405055084,Import-led,High,Imports
2018-07-20,404937,7770,2683,17285,404.937,-6.146999999999991,54.39,18.781,120.995,-9.072000000000003,8.553999999999998,0.32200000000000273,-2.0331731635174433,2.302822110555107,0.07834310923334958,Import-led,Medium,Exports
